season,team,player_id,pfr_id,esb_id,gsis_it_id,smart_id,player_name,first_name,last_name,football_name,position,depth_chart_position,ngs_position,jersey_number,status,birth_date,age,height,weight,college,years_exp,entry_year,rookie_year,draft_club,draft_number
2014,TEN,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,CB,,,24,ACT,1988-11-15,25,71.0,187.0,Clemson,2,2012,2012,TEN,115
2015,TEN,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,CB,,,24,ACT,1988-11-15,26,71.0,187.0,Clemson,3,2012,2012,TEN,115
2016,NYG,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,DB,CB,SLOT_CB,30,ACT,1988-11-15,27,71.0,187.0,Clemson,4,2012,2012,TEN,
2017,PIT,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,DB,CB,,24,ACT,1988-11-15,28,71.0,187.0,Clemson,5,2012,2012,TEN,115
2018,PIT,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,DB,CB,CB,24,ACT,1988-11-15,29,71.0,187.0,Clemson,6,2012,2012,TEN,115
2019,WAS,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,DB,CB,SLOT_CB,37,ACT,1988-11-15,30,71.0,187.0,Clemson,7,2012,2012,TEN,115
2020,WAS,00-0029529,SensCo00,SEN455116,38645,32005345-4e45-5116-5a40-b12bcfa36fa9,Coty Sensabaugh,Coty,Sensabaugh,Coty,DB,CB,,37,UFA,1988-11-15,31,71.0,187.0,Clemson,8,2012,2012,TEN,
2012,ARZ,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,FS,,,31,ACT,1990-06-17,22,72.0,190.0,Presbyterian,0,2012,2012,ARZ,177
2013,ARZ,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,CB,,,31,ACT,1990-06-17,23,72.0,200.0,Presbyterian,1,2012,2012,ARZ,177
2014,ARZ,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,CB,,,28,ACT,1990-06-17,24,72.0,190.0,Presbyterian,2,2012,2012,ARZ,177
2015,ARZ,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,CB,,,28,ACT,1990-06-17,25,72.0,200.0,Presbyterian,3,2012,2012,ARZ,177
2016,ARI,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,CB,SLOT_CB,28,ACT,1990-06-17,26,72.0,200.0,Presbyterian,4,2012,2012,ARI,
2017,ARI,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,CB,OLB,28,ACT,1990-06-17,27,72.0,200.0,Presbyterian,5,2012,2012,ARI,177
2018,ATL,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,CB,,28,ACT,1990-06-17,28,72.0,200.0,Presbyterian,6,2012,2012,ARI,177
2019,NE,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,CB,,29,ACT,1990-06-17,29,72.0,200.0,Presbyterian,7,2012,2012,ARI,177
2020,NE,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,CB,,29,ACT,1990-06-17,30,72.0,200.0,Presbyterian,8,2012,2012,ARI,177
2021,NE,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,FS,CB,29,ACT,1990-06-17,31,72.0,200.0,Presbyterian,9,2012,2012,ARI,177
2022,MIA,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,FS,,20,ACT,1990-06-17,32,72.0,200.0,Presbyterian,10,2012,2012,ARI,177
2023,MIA,00-0029530,BethJu00,BET201235,38707,32004245-5420-1235-8b83-7aa6aa147af8,Justin Bethel,Justin,Bethel,Justin,DB,CB,,20,ACT,1990-06-17,33,72.0,200.0,Presbyterian,11,2012,2012,ARI,177
2012,ARZ,00-0029531,LindRy00,LIN208832,38715,32004c49-4e20-8832-c75e-aef9fd6b68e5,Ryan Lindley,Ryan,Lindley,Ryan,QB,,,14,ACT,1989-06-22,23,76.0,230.0,San Diego State,0,2012,2012,ARZ,185
2013,ARZ,00-0029531,LindRy00,LIN208832,38715,32004c49-4e20-8832-c75e-aef9fd6b68e5,Ryan Lindley,Ryan,Lindley,Ryan,QB,,,14,ACT,1989-06-22,24,75.0,232.0,San Diego State,1,2012,2012,ARZ,185
2014,ARZ,00-0029531,LindRy00,LIN208832,38715,32004c49-4e20-8832-c75e-aef9fd6b68e5,Ryan Lindley,Ryan,Lindley,Ryan,QB,,,14,ACT,1989-06-22,25,75.0,232.0,San Diego State,2,2012,2012,ARZ,185
2015,IND,00-0029531,LindRy00,LIN208832,38715,32004c49-4e20-8832-c75e-aef9fd6b68e5,Ryan Lindley,Ryan,Lindley,Ryan,QB,,,3,ACT,1989-06-22,26,75.0,232.0,San Diego State,3,2012,2012,ARZ,185
2014,SEA,00-0029534,,HEL203312,39407,32004845-4c20-3312-3d87-03851c263bb0,Cooper Helfet,Cooper,Helfet,Cooper,TE,,,84,ACT,1989-06-02,25,75.0,239.0,Duke,2,2012,2012,,
2015,SEA,00-0029534,,HEL203312,39407,32004845-4c20-3312-3d87-03851c263bb0,Cooper Helfet,Cooper,Helfet,Cooper,TE,,,84,ACT,1989-06-02,26,75.0,239.0,Duke,3,2012,2012,,
2016,OAK,00-0029534,,HEL203312,39407,32004845-4c20-3312-3d87-03851c263bb0,Cooper Helfet,Cooper,Helfet,Cooper,TE,TE,,,DEV,1989-06-02,27,75.0,239.0,Duke,4,2012,2012,,
2017,OAK,00-0029534,,HEL203312,39407,32004845-4c20-3312-3d87-03851c263bb0,Cooper Helfet,Cooper,Helfet,Cooper,TE,TE,,83,CUT,,,75.0,239.0,Duke,5,2012,2012,,
2012,KC,00-0029540,,RAN634215,,32005241-4e63-4215-c47e-4cd2d2d6ffc8,Rich Ranglin,Rich,Ranglin,Rich,G,,,67,ACT,1984-09-27,27,74.0,315.0,,0,2012,2012,,
2012,BUF,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,CB,,,27,ACT,1990-09-19,21,72.0,190.0,South Carolina,0,2012,2012,BUF,10
2013,BUF,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,CB,,,24,ACT,1990-09-19,22,73.0,190.0,South Carolina,1,2012,2012,BUF,10
2014,BUF,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,CB,,,24,ACT,1990-09-19,23,73.0,190.0,South Carolina,2,2012,2012,BUF,10
2015,BUF,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,CB,,,24,RES,1990-09-19,24,73.0,190.0,South Carolina,3,2012,2012,BUF,10
2016,BUF,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,,24,ACT,1990-09-19,25,73.0,190.0,South Carolina,4,2012,2012,BUF,
2017,NE,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,CB,24,ACT,1990-09-19,26,73.0,190.0,South Carolina,5,2012,2012,BUF,10
2018,NE,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,CB,24,ACT,1990-09-19,27,73.0,190.0,South Carolina,6,2012,2012,BUF,10
2019,NE,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,CB,24,ACT,1990-09-19,28,73.0,202.0,South Carolina,7,2012,2012,BUF,10
2020,NE,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,,24,RES,1990-09-19,29,73.0,202.0,South Carolina,8,2012,2012,BUF,10
2021,CAR,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,,9,RES,1990-09-19,30,73.0,202.0,South Carolina,9,2012,2012,BUF,10
2022,IND,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,,5,INA,1990-09-19,31,72.0,202.0,South Carolina,10,2012,2012,BUF,10
2023,DAL,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,CB,21,ACT,1990-09-19,32,72.0,202.0,South Carolina,11,2012,2012,BUF,10
2024,MIN,00-0029542,GilmSt00,GIL801084,38540,32004749-4c80-1084-2415-1c581378a22b,Stephon Gilmore,Stephon,Gilmore,Stephon,DB,CB,CB,2,ACT,1990-09-19,33,72.0,202.0,South Carolina,12,2012,2012,BUF,10
2012,KC,00-0029543,,STE480479,38604,32005354-4548-0479-abc1-b62a4bdc20c7,Donald Stephenson,Donald,Stephenson,Donald,T,,,79,ACT,1988-09-30,23,78.0,312.0,Oklahoma,0,2012,2012,KC,74
2013,KC,00-0029543,,STE480479,38604,32005354-4548-0479-abc1-b62a4bdc20c7,Donald Stephenson,Donald,Stephenson,Donald,T,,,79,ACT,1988-09-30,24,78.0,312.0,Oklahoma,1,2012,2012,KC,74
2014,KC,00-0029543,,STE480479,38604,32005354-4548-0479-abc1-b62a4bdc20c7,Donald Stephenson,Donald,Stephenson,Donald,T,,,79,ACT,1988-09-30,25,78.0,312.0,Oklahoma,2,2012,2012,KC,74
2015,KC,00-0029543,,STE480479,38604,32005354-4548-0479-abc1-b62a4bdc20c7,Donald Stephenson,Donald,Stephenson,Donald,T,,,79,ACT,1988-09-30,26,78.0,312.0,Oklahoma,3,2012,2012,KC,74
2016,DEN,00-0029543,,STE480479,38604,32005354-4548-0479-abc1-b62a4bdc20c7,Donald Stephenson,Donald,Stephenson,Donald,OL,OT,T,71,ACT,1988-09-30,27,78.0,312.0,Oklahoma,4,2012,2012,KC,74
2017,DEN,00-0029543,,STE480479,38604,32005354-4548-0479-abc1-b62a4bdc20c7,Donald Stephenson,Donald,Stephenson,Donald,OL,T,,71,ACT,1988-09-30,28,78.0,312.0,Oklahoma,5,2012,2012,KC,74
2012,TEN,00-0029544,,MAR682391,,32004d41-5268-2391-5c17-e2b66a4ffba9,Mike Martin,Michael,Martin,Mike,DT,,,93,ACT,1990-09-01,21,73.0,306.0,,0,2012,2012,TEN,82
2013,TEN,00-0029544,,MAR682391,,32004d41-5268-2391-5c17-e2b66a4ffba9,Mike Martin,Michael,Martin,Mike,DT,,,93,ACT,1990-09-01,22,73.0,298.0,,1,2012,2012,TEN,82
2014,TEN,00-0029544,,MAR682391,,32004d41-5268-2391-5c17-e2b66a4ffba9,Mike Martin,Michael,Martin,Mike,DT,,,93,ACT,1990-09-01,23,73.0,298.0,,2,2012,2012,TEN,82
2015,TEN,00-0029544,,MAR682391,,32004d41-5268-2391-5c17-e2b66a4ffba9,Mike Martin,Michael,Martin,Mike,DT,,,93,RES,1990-09-01,24,73.0,298.0,,3,2012,2012,TEN,82
2016,PHI,00-0029544,,MAR682391,38612,32004d41-5268-2391-5c17-e2b66a4ffba9,Mike Martin,Michael,Martin,Mike,DL,DT,,93,RES,,,73.0,298.0,,4,2012,2012,TEN,82
2012,WAS,00-0029545,,ROB591898,38649,3200524f-4259-1898-e9d4-777f2df8e3f1,Keenan Robinson,Keenan,Robinson,Keenan,ILB,,,52,RES,1989-07-07,23,75.0,238.0,Texas,0,2012,2012,WAS,119
2014,WAS,00-0029545,,ROB591898,38649,3200524f-4259-1898-e9d4-777f2df8e3f1,Keenan Robinson,Keenan,Robinson,Keenan,ILB,,,52,ACT,1989-07-07,25,75.0,238.0,Texas,2,2012,2012,WAS,119
2015,WAS,00-0029545,,ROB591898,38649,3200524f-4259-1898-e9d4-777f2df8e3f1,Keenan Robinson,Keenan,Robinson,Keenan,ILB,,,52,ACT,1989-07-07,26,75.0,238.0,Texas,3,2012,2012,WAS,119
2016,NYG,00-0029545,,ROB591898,38649,3200524f-4259-1898-e9d4-777f2df8e3f1,Keenan Robinson,Keenan,Robinson,Keenan,LB,LB,MLB,57,ACT,1989-07-07,27,75.0,238.0,Texas,4,2012,2012,WAS,
2017,NYG,00-0029545,,ROB591898,38649,3200524f-4259-1898-e9d4-777f2df8e3f1,Keenan Robinson,Keenan,Robinson,Keenan,LB,OLB,,57,RES,1989-07-07,28,75.0,245.0,Texas,5,2012,2012,WAS,
2018,BUF,00-0029545,,ROB591898,38649,3200524f-4259-1898-e9d4-777f2df8e3f1,Keenan Robinson,Keenan,Robinson,Keenan,LB,OLB,,48,CUT,,,75.0,245.0,Texas,6,2012,2012,WAS,
2012,ARZ,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,G,,,64,ACT,1990-05-10,22,76.0,301.0,Washington,0,2012,2012,ARZ,151
2014,NO,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,G,,,65,ACT,1990-05-10,24,75.0,300.0,Washington,2,2012,2012,ARZ,151
2015,NO,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,C,,,65,ACT,1990-05-10,25,75.0,300.0,Washington,3,2012,2012,ARZ,151
2016,NO,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,OL,G,G,65,ACT,1990-05-10,26,75.0,300.0,Washington,4,2012,2012,ARI,
2017,NO,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,OL,G,G,65,ACT,1990-05-10,27,75.0,300.0,Washington,5,2012,2012,ARI,151
2018,HOU,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,OL,G,G,64,ACT,1990-05-10,28,75.0,300.0,Washington,6,2012,2012,ARI,151
2019,HOU,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,OL,G,,64,RES,1990-05-10,29,75.0,301.0,Washington,7,2012,2012,ARI,
2020,HOU,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,OL,G,,64,ACT,1990-05-10,30,75.0,300.0,Washington,8,2012,2012,ARI,151
2021,LAC,00-0029546,,KEL019379,38681,32004b45-4c01-9379-1959-ba8bf26f4883,Senio Kelemete,Senio,Kelemete,Senio,OL,G,,68,INA,1990-05-10,31,75.0,300.0,Washington,9,2012,2012,ARI,151
2012,IND,00-0029547,BallVi00,BAL687264,38700,32004241-4c68-7264-6b38-4afb6083767c,Vick Ballard,Vick,Ballard,Vick,RB,,,33,ACT,1990-07-16,22,70.0,217.0,Mississippi State,0,2012,2012,IND,170
2013,IND,00-0029547,BallVi00,BAL687264,38700,32004241-4c68-7264-6b38-4afb6083767c,Vick Ballard,Vick,Ballard,Vick,RB,,,33,RES,1990-07-16,23,70.0,224.0,Mississippi State,1,2012,2012,IND,170
2015,IND,00-0029547,BallVi00,BAL687264,38700,32004241-4c68-7264-6b38-4afb6083767c,Vick Ballard,Vick,Ballard,Vick,RB,,,26,CUT,1990-07-16,25,70.0,224.0,Mississippi State,3,2012,2012,IND,170
2016,NO,00-0029547,BallVi00,BAL687264,38700,32004241-4c68-7264-6b38-4afb6083767c,Vick Ballard,Vick,Ballard,Vick,RB,RB,,26,CUT,,,70.0,224.0,Mississippi State,4,2012,2012,IND,170
2012,IND,00-0029548,BrazLa00,BRA812391,,32004252-4181-2391-f60c-c1c8d817af71,LaVon Brazill,LaVon,Brazill,LaVon,WR,,,15,ACT,1989-03-15,23,71.0,191.0,,0,2012,2012,IND,206
2013,IND,00-0029548,BrazLa00,BRA812391,,32004252-4181-2391-f60c-c1c8d817af71,LaVon Brazill,LaVon,Brazill,LaVon,WR,,,15,ACT,1989-03-15,24,71.0,194.0,,1,2012,2012,IND,206
2012,ARZ,00-0029551,,POT363378,,3200504f-5436-3378-3695-35500fe24f46,Nate Potter,Nathaniel,Potter,Nate,T,,,76,ACT,1988-05-16,24,77.0,295.0,,0,2012,2012,ARZ,221
2013,ARZ,00-0029551,,POT363378,,3200504f-5436-3378-3695-35500fe24f46,Nate Potter,Nathaniel,Potter,Nate,T,,,76,ACT,1988-05-16,25,77.0,295.0,,1,2012,2012,ARZ,221
2013,JAX,00-0029552,,EBE679400,,32004542-4567-9400-9c1e-070b80ffcd6b,Jeremy Ebert,Jeremy,Ebert,Jeremy,WR,,,80,RES,1989-04-06,24,72.0,195.0,,1,2012,2012,NE,235
2012,NYJ,00-0029553,,ALL057341,38773,3200414c-4c05-7341-c9e5-9d3e0b0e4ce3,Antonio Allen,Antonio,Allen,Antonio,DB,,,39,ACT,1988-09-23,23,73.0,210.0,South Carolina,0,2012,2012,NYJ,242
2013,NYJ,00-0029553,,ALL057341,38773,3200414c-4c05-7341-c9e5-9d3e0b0e4ce3,Antonio Allen,Antonio,Allen,Antonio,FS,,,39,ACT,1988-09-23,24,73.0,210.0,South Carolina,1,2012,2012,NYJ,242
2014,NYJ,00-0029553,,ALL057341,38773,3200414c-4c05-7341-c9e5-9d3e0b0e4ce3,Antonio Allen,Antonio,Allen,Antonio,CB,,,39,ACT,1988-09-23,25,73.0,210.0,South Carolina,2,2012,2012,NYJ,242
2016,NYJ,00-0029553,,ALL057341,38773,3200414c-4c05-7341-c9e5-9d3e0b0e4ce3,Antonio Allen,Antonio,Allen,Antonio,DB,FS,,39,RES,1988-09-23,27,73.0,210.0,South Carolina,4,2012,2012,NYJ,242
2012,IND,00-0029554,,HAR235589,,32004841-5223-5589-bd7f-ac03ef65d81e,Chandler Harnish,Chandler,Harnish,Chandler,QB,,,8,DEV,1988-07-28,24,74.0,220.0,,0,2012,2012,IND,253
2014,MIN,00-0029554,,HAR235589,,32004841-5223-5589-bd7f-ac03ef65d81e,Chandler Harnish,Chandler,Harnish,Chandler,QB,,,8,CUT,1988-07-28,26,74.0,222.0,,2,2012,2012,IND,253
2012,NYJ,00-0029559,,COP568656,,3200434f-5056-8656-7415-0844c9748923,Quinton Coples,Quinton,Coples,Quinton,DE,,,98,ACT,1990-06-22,22,78.0,290.0,,0,2012,2012,NYJ,16
2013,NYJ,00-0029559,,COP568656,,3200434f-5056-8656-7415-0844c9748923,Quinton Coples,Quinton,Coples,Quinton,OLB,,,98,ACT,1990-06-22,23,78.0,290.0,,1,2012,2012,NYJ,16
2014,NYJ,00-0029559,,COP568656,,3200434f-5056-8656-7415-0844c9748923,Quinton Coples,Quinton,Coples,Quinton,OLB,,,98,ACT,1990-06-22,24,78.0,290.0,,2,2012,2012,NYJ,16
2015,MIA,00-0029559,,COP568656,,3200434f-5056-8656-7415-0844c9748923,Quinton Coples,Quinton,Coples,Quinton,OLB,,,98,ACT,1990-06-22,25,78.0,290.0,,3,2012,2012,NYJ,16
2015,NYJ,00-0029559,,COP568656,,3200434f-5056-8656-7415-0844c9748923,Quinton Coples,Quinton,Coples,Quinton,OLB,,,98,ACT,1990-06-22,25,78.0,290.0,,3,2012,2012,NYJ,16
2012,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,CB,,,27,RES,1989-10-26,22,74.0,190.0,Alabama,0,2012,2012,CIN,17
2013,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,CB,,,27,ACT,1989-10-26,23,74.0,185.0,Alabama,1,2012,2012,CIN,17
2014,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,CB,,,27,ACT,1989-10-26,24,74.0,190.0,Alabama,2,2012,2012,CIN,17
2015,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,CB,,,27,ACT,1989-10-26,25,74.0,190.0,Alabama,3,2012,2012,CIN,17
2016,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,DB,CB,CB,27,ACT,1989-10-26,26,74.0,190.0,Alabama,4,2012,2012,CIN,17
2017,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,DB,CB,CB,27,ACT,1989-10-26,27,74.0,185.0,Alabama,5,2012,2012,CIN,17
2018,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,Dre,Kirkpatrick,Dre,DB,CB,,27,RES,1989-10-26,28,74.0,196.0,Alabama,6,2012,2012,CIN,17
2019,CIN,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,Dre,Kirkpatrick,Dre,DB,CB,,27,RES,1989-10-26,29,74.0,190.0,Alabama,7,2012,2012,CIN,
2020,ARI,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,DB,CB,CB,20,ACT,1989-10-26,30,74.0,190.0,Alabama,8,2012,2012,CIN,17
2021,SF,00-0029560,KirkDr00,KIR621103,38547,32004b49-5262-1103-9d6b-27a076cce8df,Dre Kirkpatrick,D'Andre,Kirkpatrick,Dre,DB,CB,,13,CUT,1989-10-26,31,74.0,190.0,Alabama,9,2012,2012,CIN,17
2012,BUF,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,T,,,77,ACT,1989-09-18,22,77.0,345.0,Georgia,0,2012,2012,BUF,41
2013,BUF,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,T,,,77,ACT,1989-09-18,23,78.0,345.0,Georgia,1,2012,2012,BUF,41
2014,BUF,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,T,,,77,ACT,1989-09-18,24,78.0,345.0,Georgia,2,2012,2012,BUF,41
2015,BUF,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,T,,,77,ACT,1989-09-18,25,78.0,345.0,Georgia,3,2012,2012,BUF,41
2016,BUF,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,OL,T,,77,ACT,1989-09-18,26,78.0,345.0,Georgia,4,2012,2012,BUF,
2017,BUF,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,OL,T,,77,RES,1989-09-18,27,78.0,345.0,Georgia,5,2012,2012,BUF,
2018,CIN,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,OL,OT,T,77,ACT,1989-09-18,28,78.0,345.0,Georgia,6,2012,2012,BUF,41
2019,CIN,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,OL,OT,T,77,ACT,1989-09-18,29,78.0,345.0,Georgia,7,2012,2012,BUF,41
2020,CIN,00-0029561,,GLE000000,38571,3200474c-4500-0000-798f-920eff1e6bce,Cordy Glenn,Cordy,Glenn,Cordy,OL,OT,,77,UFA,1989-09-18,30,78.0,345.0,Georgia,8,2012,2012,BUF,
2012,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,OLB,,,54,ACT,1990-01-23,22,73.0,233.0,Nebraska,0,2012,2012,TB,58
2013,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,OLB,,,54,ACT,1990-01-23,23,73.0,233.0,Nebraska,1,2012,2012,TB,58
2014,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,OLB,,,54,ACT,1990-01-23,24,73.0,233.0,Nebraska,2,2012,2012,TB,58
2015,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,OLB,,,54,ACT,1990-01-23,25,73.0,233.0,Nebraska,3,2012,2012,TB,58
2016,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,LB,OLB,MLB,54,ACT,1990-01-23,26,73.0,233.0,Nebraska,4,2012,2012,TB,58
2017,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,LB,OLB,MLB,54,ACT,1990-01-23,27,73.0,233.0,Nebraska,5,2012,2012,TB,58
2018,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,LB,OLB,MLB,54,ACT,1990-01-23,28,73.0,233.0,Nebraska,6,2012,2012,TB,58
2019,TB,00-0029562,DaviLa00,DAV026654,38588,32004441-5602-6654-edb8-aa6da5673253,Lavonte David,Lavonte,David,Lavonte,LB,OLB,MLB,54,ACT,1990-01-23,29,73.0,233.0,Nebraska,7,2012,2012,TB,58
