roster_row_id,season,team,team_draft_code,franchise_id,player_id,pfr_id,esb_id,smart_id,player_name,first_name,last_name,football_name,position_raw,depth_chart_position_clean,roster_position,position_group,jersey_number,status,status_group,is_active,birth_date,age,height,weight,bmi,college,years_exp,entry_year,rookie_year,draft_club,draft_number,draft_round_est,is_rookie,is_young_player,is_veteran_5plus,is_drafted,is_top100_draftee
2017_GB_00-0024495,2017,GB,GNB,GB,00-0024495,,BRO114525,32004252-4f11-4525-5226-b6a7cc8e3924,Ahmad Brooks,Ahmad,Brooks,Ahmad,LB,OLB,OLB,LB,55.0,ACT,active,1,1984-03-14,33.0,75.0,259.0,32.36924444444445,Virginia,11.0,2006.0,2006.0,CIN,86.0,3.0,0,0,1,1,1
2017_GB_00-0032900,2017,GB,GNB,GB,00-0032900,,SAN584247,32005341-4e58-4247-68f8-ec6da1f1170c,Beau Sandland,Beau,Sandland,Beau,TE,TE,TE,TE,85.0,CUT,cut,0,,,77.0,252.0,29.87957497048406,Montana State,1.0,2016.0,2016.0,CAR,,,0,1,0,0,0
2017_GB_00-0032408,2017,GB,GNB,GB,00-0032408,MartBl01,MAR776230,32004d41-5277-6230-c3a3-0290a0ccc6d0,Blake Martinez,Blake,Martinez,Blake,LB,ILB,ILB,LB,50.0,ACT,active,1,1994-01-09,23.0,74.0,237.0,30.425675675675677,Stanford,1.0,2016.0,2016.0,GB,131.0,5.0,0,1,0,1,0
2017_GB_00-0025660,2017,GB,GNB,GB,00-0025660,,GOO080748,3200474f-4f08-0748-5b03-81c01c8f5bcd,Brett Goode,Brett,Goode,Brett,LS,LS,LS,ST,61.0,ACT,active,1,1984-11-02,32.0,73.0,255.0,33.639519609682864,Arkansas,10.0,2007.0,2007.0,,,,0,0,1,0,0
2017_GB_00-0031589,2017,GB,GNB,GB,00-0031589,HundBr00,HUN005842,32004855-4e00-5842-84a4-69c45c54602d,Brett Hundley,Brett,Hundley,Brett,QB,QB,QB,QB,7.0,ACT,active,1,1993-06-15,24.0,75.0,226.0,28.244977777777777,UCLA,2.0,2015.0,2015.0,GB,147.0,5.0,0,1,0,1,0
2017_GB_00-0027875,2017,GB,GNB,GB,00-0027875,,BUL062007,32004255-4c06-2007-258f-ba88f83f4faa,Bryan Bulaga,Bryan,Bulaga,Bryan,OL,OT,OT,OL,75.0,RES,reserve,0,1989-03-21,28.0,77.0,314.0,37.23089897115871,Iowa,7.0,2010.0,2010.0,GB,,,0,0,1,0,0
2017_GB_00-0032510,2017,GB,GNB,GB,00-0032510,,HEU577109,32004845-5557-7109-18ea-83d59a2ddc08,Calvin Heurtelou,Calvin,Heurtelou,Calvin,DL,DT,DT,DL,72.0,CUT,cut,0,,,74.0,306.0,39.28378378378378,Miami (Fla.),1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0033234,2017,GB,GNB,GB,00-0033234,,ODO057516,32004f44-4f05-7516-270e-371f73a11854,Chris Odom,Chris,Odom,Chris,LB,OLB,OLB,LB,98.0,ACT,active,1,1994-09-16,22.0,75.0,262.0,32.74417777777778,Arkansas State,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0027002,2017,GB,GNB,GB,00-0027002,MattCl99,MAT538690,32004d41-5453-8690-7264-e9a996661ff9,Clay Matthews,William,Matthews,Clay,LB,OLB,OLB,LB,52.0,ACT,active,1,1986-05-14,31.0,75.0,255.0,31.869333333333337,Southern California,8.0,2009.0,2009.0,GB,26.0,1.0,0,0,1,1,1
2017_GB_00-0033356,2017,GB,GNB,GB,00-0033356,,HEI256610,32004845-4925-6610-f7e0-45ed7977331e,Cody Heiman,Cody,Heiman,Cody,LB,LB,LB,LB,55.0,CUT,cut,0,,,74.0,229.0,29.39864864864865,Washburn,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033983,2017,GB,GNB,GB,00-0033983,,PEA357605,32005045-4135-7605-c315-89d4930646de,Colby Pearson,Colby,Pearson,Colby,WR,WR,WR,WR,13.0,DEV,development,0,1995-01-19,22.0,72.0,194.0,26.308256172839503,Brigham Young,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0031019,2017,GB,GNB,GB,00-0031019,,LIN775645,32004c49-4e77-5645-c04e-13f5467fc6c1,Corey Linsley,Corey,Linsley,Corey,OL,C,C,OL,63.0,ACT,active,1,1991-07-27,26.0,75.0,301.0,37.61831111111111,Ohio State,3.0,2014.0,2014.0,GB,161.0,6.0,0,0,0,1,0
2017_GB_00-0032251,2017,GB,GNB,GB,00-0032251,RandDa00,RAN052747,32005241-4e05-2747-893f-1a139ed1aa96,Damarious Randall,Damarious,Randall,Damarious,DB,CB,CB,DB,23.0,ACT,active,1,1992-08-29,25.0,71.0,196.0,27.33346558222575,Arizona State,2.0,2015.0,2015.0,GB,30.0,1.0,0,1,0,1,1
2017_GB_00-0033988,2017,GB,GNB,GB,00-0033988,,HOL517223,3200484f-4c51-7223-6a4a-c71c246ca90e,Daquan Holmes,Daquan,Holmes,Daquan,DB,DB,DB,DB,38.0,CUT,cut,0,,,71.0,187.0,26.0783574687562,American International,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0031381,2017,GB,GNB,GB,00-0031381,AdamDa01,ADA218591,32004144-4121-8591-4d26-4c0ac739af41,Davante Adams,Davante,Adams,Davante,WR,WR,WR,WR,17.0,ACT,active,1,1992-12-24,24.0,73.0,215.0,28.36273221992869,Fresno State,3.0,2014.0,2014.0,GB,53.0,2.0,0,0,0,1,1
2017_GB_00-0030074,2017,GB,GNB,GB,00-0030074,,BAK787653,32004241-4b78-7653-c094-66c621e0417c,David Bakhtiari,David,Bakhtiari,David,OL,T,T,OL,69.0,ACT,active,1,1991-09-30,25.0,76.0,310.0,37.73026315789474,Colorado,4.0,2013.0,2013.0,GB,109.0,4.0,0,0,0,1,0
2017_GB_00-0033509,2017,GB,GNB,GB,00-0033509,,TAL543693,32005441-4c54-3693-c555-d7f6efcf9561,David Talley,David,Talley,David,LB,LB,LB,LB,57.0,RES,reserve,0,1994-11-09,22.0,73.0,236.0,31.133045599549636,Grand Valley State,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0028069,2017,GB,GNB,GB,00-0028069,HousDa00,HOU242346,3200484f-5524-2346-6a3d-28ec5a4e0543,Davon House,Davon,House,Davon,DB,CB,CB,DB,31.0,ACT,active,1,1989-07-10,28.0,72.0,195.0,26.44386574074074,New Mexico State,6.0,2011.0,2011.0,GB,131.0,5.0,0,0,1,1,0
2017_GB_00-0033291,2017,GB,GNB,GB,00-0033291,YancDe00,YAN265892,32005941-4e26-5892-f597-4aebdd0b8988,DeAngelo Yancey,DeAngelo,Yancey,DeAngelo,WR,WR,WR,WR,10.0,DEV,development,0,1994-11-18,22.0,73.0,220.0,29.022330643647965,Purdue,0.0,2017.0,2017.0,GB,,,1,1,0,0,0
2017_GB_00-0032412,2017,GB,GNB,GB,00-0032412,LowrDe00,LOW617631,32004c4f-5761-7631-a34e-c6965ab51a7c,Dean Lowry,Dean,Lowry,Dean,DL,DE,DE,DL,94.0,ACT,active,1,1994-06-09,23.0,78.0,296.0,34.20249835634451,Northwestern,1.0,2016.0,2016.0,GB,137.0,5.0,0,1,0,1,0
2017_GB_00-0031080,2017,GB,GNB,GB,00-0031080,GoodDe00,GOO571007,3200474f-4f57-1007-c515-32573e101c35,Demetri Goodson,Demetri,Goodson,Demetri,DB,CB,CB,DB,39.0,RES,reserve,0,1989-06-11,28.0,71.0,197.0,27.47292203927792,Baylor,3.0,2014.0,2014.0,GB,,,0,0,0,0,0
2017_GB_00-0033210,2017,GB,GNB,GB,00-0033210,,HAR664275,32004841-5266-4275-f53f-db81d068fc74,Derek Hart,Derek,Hart,Derek,LS,LS,LS,ST,54.0,CUT,cut,0,1992-12-01,24.0,76.0,245.0,29.81907894736842,James Madison,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033304,2017,GB,GNB,GB,00-0033304,MaysDe00,MAY738290,32004d41-5973-8290-dba5-29c05a4c1694,Devante Mays,Devante,Mays,Devante,RB,RB,RB,RB,32.0,ACT,active,1,1994-05-26,23.0,70.0,230.0,32.99795918367347,Utah State,0.0,2017.0,2017.0,GB,238.0,8.0,1,1,0,1,0
2017_GB_00-0031698,2017,GB,GNB,GB,00-0031698,,DAY192812,32004441-5919-2812-7a92-404ad0050ae9,Dillon Day,Dillon,Day,Dillon,OL,C,C,OL,54.0,ACT,active,1,1991-10-17,25.0,76.0,299.0,36.391447368421055,Mississippi State,2.0,2015.0,2015.0,,,,0,1,0,0,0
2017_GB_00-0033350,2017,GB,GNB,GB,00-0033350,,BRO405271,32004252-4f40-5271-65e4-c0461fa37c44,Donatello Brown,Donatello,Brown,Donatello,DB,CB,CB,DB,44.0,ACT,active,1,1991-05-15,26.0,72.0,190.0,25.765817901234566,Valdosta State,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033514,2017,GB,GNB,GB,00-0033514,,BYR313850,32004259-5231-3850-7862-6dc50a451460,Emanuel Byrd,Emanuel,Byrd,Emanuel,TE,TE,TE,TE,86.0,ACT,active,1,1994-12-09,22.0,74.0,236.0,30.2972972972973,Marshall,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0032626,2017,GB,GNB,GB,00-0032626,,ALL713965,3200414c-4c71-3965-6283-5b398ba32110,Geronimo Allison,Geronimo,Allison,Geronimo,WR,WR,WR,WR,81.0,ACT,active,1,1994-01-18,23.0,75.0,202.0,25.24551111111111,Illinois,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0031333,2017,GB,GNB,GB,00-0031333,ClinHa00,CLI769272,3200434c-4976-9272-34d2-426b96546040,Ha Ha Clinton-Dix,Ha'Sean,Clinton-Dix,Ha Ha,DB,FS,FS,DB,21.0,ACT,active,1,1992-12-21,24.0,73.0,208.0,27.439294426721712,Alabama,3.0,2014.0,2014.0,GB,21.0,1.0,0,0,0,1,1
2017_GB_00-0032652,2017,GB,GNB,GB,00-0032652,,WAT094452,32005741-5409-4452-8730-67dbf90d5728,Herb Waters,Herb,Waters,Herb,DB,CB,CB,DB,26.0,RES,reserve,0,1992-11-10,24.0,72.0,188.0,25.494598765432094,Miami (Fla.),1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0033358,2017,GB,GNB,GB,00-0033358,,LUN640733,32004c55-4e64-0733-b89d-66b162bad261,Izaah Lunsford,Izaah,Lunsford,Izaah,DL,DT,DT,DL,71.0,DEV,development,0,1993-10-21,23.0,75.0,310.0,38.74311111111111,Bowling Green State,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0029739,2017,GB,GNB,GB,00-0029739,,SCH685187,32005343-4868-5187-262f-6fa365ba689c,Jacob Schum,Jacob,Schum,Jacob,P,P,P,ST,10.0,RES,reserve,0,1989-01-21,28.0,70.0,211.0,30.27204081632653,Buffalo,4.0,2013.0,2013.0,,,,0,0,0,0,0
2017_GB_00-0024323,2017,GB,GNB,GB,00-0024323,,EVA231866,32004556-4123-1866-7a17-552304586d2c,Jahri Evans,Jahri,Evans,Jahri,OL,G,G,OL,73.0,ACT,active,1,1983-08-22,34.0,76.0,318.0,38.703947368421055,Bloomsburg,11.0,2006.0,2006.0,NO,108.0,4.0,0,0,1,1,0
2017_GB_00-0031787,2017,GB,GNB,GB,00-0031787,KumeJa00,KUM425791,32004b55-4d42-5791-fd0d-a2d4a54d0b92,Jake Kumerow,Jake,Kumerow,Jake,WR,WR,WR,WR,84.0,DEV,development,0,1992-02-17,25.0,76.0,210.0,25.55921052631579,Wisconsin-Whitewater,2.0,2015.0,2015.0,,,,0,1,0,0,0
2017_GB_00-0031578,2017,GB,GNB,GB,00-0031578,RyanJa00,RYA208916,32005259-4120-8916-5cde-ca80c981ce42,Jake Ryan,Jake,Ryan,Jake,LB,ILB,ILB,LB,47.0,ACT,active,1,1992-02-27,25.0,74.0,240.0,30.81081081081081,Michigan,2.0,2015.0,2015.0,GB,129.0,5.0,0,1,0,1,0
2017_GB_00-0033948,2017,GB,GNB,GB,00-0033948,WillJa06,WIL328269,32005749-4c32-8269-4a19-d851ac99ba3c,Jamaal Williams,Jamaal,Williams,Jamaal,RB,RB,RB,RB,30.0,ACT,active,1,1995-04-03,22.0,72.0,213.0,28.88483796296296,Brigham Young,0.0,2017.0,2017.0,GB,134.0,5.0,1,1,0,1,0
2017_GB_00-0032766,2017,GB,GNB,GB,00-0032766,,SPR150252,32005350-5215-0252-7d93-dd095a1e8449,Jason Spriggs,Jason,Spriggs,Jason,OL,T,T,OL,78.0,RES,reserve,0,1994-05-17,23.0,78.0,301.0,34.780243261012494,Indiana,1.0,2016.0,2016.0,GB,,,0,1,0,0,0
2017_GB_00-0031001,2017,GB,GNB,GB,00-0031001,JaniJe00,JAN413854,32004a41-4e41-3854-df72-ceee2d8fa78b,Jeff Janis,Jeff,Janis,Jeff,WR,WR,WR,WR,83.0,ACT,active,1,1991-06-24,26.0,75.0,219.0,27.37013333333333,Saginaw Valley State,3.0,2014.0,2014.0,GB,236.0,8.0,0,0,0,1,0
2017_GB_00-0031512,2017,GB,GNB,GB,00-0031512,,WHI621475,32005748-4962-1475-8943-2330c27fca34,Jermaine Whitehead,Jermaine,Whitehead,Jermaine,DB,FS,FS,DB,35.0,ACT,active,1,1993-03-12,24.0,71.0,195.0,27.194009125173576,Auburn,2.0,2015.0,2015.0,,,,0,1,0,0,0
2017_GB_00-0032630,2017,GB,GNB,GB,00-0032630,,CAL566497,32004341-4c56-6497-addd-36a63bb73c44,Joe Callahan,Francis,Callahan,Joe,QB,QB,QB,QB,6.0,ACT,active,1,1993-06-04,24.0,73.0,216.0,28.494651904672548,Wesley,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0032375,2017,GB,GNB,GB,00-0032375,,KER602889,32004b45-5260-2889-18ff-12a941396d7e,Joe Kerridge,Joseph,Kerridge,Joe,RB,FB,FB,RB,40.0,ACT,active,1,1992-09-17,24.0,72.0,249.0,33.766782407407405,Michigan,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0030761,2017,GB,GNB,GB,00-0030761,,THO234901,32005448-4f23-4901-740f-082d2e02080f,Joe Thomas,Joe,Thomas,Joe,LB,ILB,ILB,LB,48.0,ACT,active,1,1991-05-06,26.0,73.0,227.0,29.945768436854944,South Carolina State,3.0,2014.0,2014.0,,,,0,0,0,0,0
2017_GB_00-0026176,2017,GB,GNB,GB,00-0026176,NelsJo00,NEL517441,32004e45-4c51-7441-cb9a-dcc50c9bd02c,Jordy Nelson,Jordy,Nelson,Jordy,WR,WR,WR,WR,87.0,ACT,active,1,1985-05-31,32.0,75.0,217.0,27.120177777777776,Kansas State,9.0,2008.0,2008.0,GB,36.0,2.0,0,0,1,1,1
2017_GB_00-0032635,2017,GB,GNB,GB,00-0032635,,HAW429697,32004841-5742-9697-207b-8db016944ca9,Josh Hawkins,Joshua,Hawkins,Josh,DB,CB,CB,DB,28.0,ACT,active,1,1993-01-23,24.0,70.0,189.0,27.115714285714287,East Carolina,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0033903,2017,GB,GNB,GB,00-0033903,JoneJo06,JON506328,32004a4f-4e50-6328-8fb0-89d28754c963,Josh Jones,Joshua,Jones,Josh,DB,SS,SS,DB,27.0,ACT,active,1,1994-09-20,22.0,73.0,220.0,29.022330643647965,North Carolina State,0.0,2017.0,2017.0,GB,61.0,2.0,1,1,0,1,1
2017_GB_00-0033506,2017,GB,GNB,GB,00-0033506,,LET686847,32004c45-5468-6847-b207-424f675be523,Josh Letuligasenoa,Josh,Letuligasenoa,Josh,LB,LB,LB,LB,59.0,CUT,cut,0,,,73.0,252.0,33.2437605554513,Cal Poly-S.L.O.,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0030792,2017,GB,GNB,GB,00-0030792,,MCC669589,32004d43-4366-9589-e173-a6e82264f371,Justin McCray,Justin,McCray,Justin,OL,G,G,OL,64.0,ACT,active,1,1992-05-31,25.0,75.0,317.0,39.617955555555554,Central Florida,3.0,2014.0,2014.0,,,,0,0,0,0,0
2017_GB_00-0033364,2017,GB,GNB,GB,00-0033364,,VOG264860,3200564f-4726-4860-4742-d1cd3378acb1,Justin Vogel,Paul,Vogel,Justin,P,P,P,ST,8.0,ACT,active,1,1993-10-14,23.0,76.0,219.0,26.654605263157897,Miami (Fla.),0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033361,2017,GB,GNB,GB,00-0033361,,PHI401524,32005048-4940-1524-78b1-8037a23be176,Kalif Phillips,Kalif,Phillips,Kalif,RB,RB,RB,RB,34.0,CUT,cut,0,,,69.0,218.0,32.18945599663936,North Carolina-Charlotte,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033120,2017,GB,GNB,GB,00-0033120,ClarKe01,CLA409251,3200434c-4140-9251-2f88-d454b8ae633b,Kenny Clark,Kenneth,Clark,Kenny,DL,NT,NT,DL,97.0,ACT,active,1,1995-10-04,21.0,75.0,314.0,39.24302222222222,UCLA,1.0,2016.0,2016.0,GB,27.0,1.0,0,1,0,1,1
2017_GB_00-0032628,2017,GB,GNB,GB,00-0032628,,BRI069797,32004252-4906-9797-9bc8-19deeba5e5d6,Kentrell Brice,Kentrell,Brice,Kentrell,DB,SS,SS,DB,29.0,RES,reserve,0,1994-08-11,23.0,71.0,200.0,27.891291410434437,Louisiana Tech,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0033524,2017,GB,GNB,GB,00-0033524,KingKe01,KIN560624,32004b49-4e56-0624-42c8-cacbf09c0609,Kevin King,Kevin,King,Kevin,DB,CB,CB,DB,20.0,RES,reserve,0,1995-05-05,22.0,75.0,200.0,24.995555555555555,Washington,0.0,2017.0,2017.0,GB,,,1,1,0,0,0
2017_GB_00-0033301,2017,GB,GNB,GB,00-0033301,,AMI118653,3200414d-4911-8653-9ec5-e990191cbf2e,Kofi Amichia,Kofi,Amichia,Kofi,OL,OG,OG,OL,79.0,DEV,development,0,1994-07-29,23.0,75.0,304.0,37.99324444444444,South Florida,0.0,2017.0,2017.0,GB,,,1,1,0,0,0
2017_GB_00-0032433,2017,GB,GNB,GB,00-0032433,,MUR321870,32004d55-5232-1870-5fbb-531a7aaf14c4,Kyle Murphy,Kyle,Murphy,Kyle,OL,OT,OT,OL,68.0,RES,reserve,0,1993-12-11,23.0,78.0,305.0,35.24243918474688,Stanford,1.0,2016.0,2016.0,GB,,,0,1,0,0,0
2017_GB_00-0032955,2017,GB,GNB,GB,00-0032955,FackKy00,FAC355963,32004641-4335-5963-baa6-187c3472147d,Kyler Fackrell,Kyler,Fackrell,Kyler,LB,OLB,OLB,LB,51.0,ACT,active,1,1991-11-25,25.0,77.0,245.0,29.049586776859503,Utah State,1.0,2016.0,2016.0,GB,88.0,3.0,0,1,0,1,1
2017_GB_00-0027985,2017,GB,GNB,GB,00-0027985,KendLa00,KEN102780,32004b45-4e10-2780-916e-feb59968d9c4,Lance Kendricks,Lance,Kendricks,Lance,TE,TE,TE,TE,84.0,ACT,active,1,1988-01-30,29.0,75.0,250.0,31.244444444444444,Wisconsin,6.0,2011.0,2011.0,STL,47.0,2.0,0,0,1,1,1
2017_GB_00-0030273,2017,GB,GNB,GB,00-0030273,,TAY501908,32005441-5950-1908-befe-c4876277577d,Lane Taylor,Lane,Taylor,Lane,OL,G,G,OL,65.0,ACT,active,1,1989-11-22,27.0,75.0,324.0,40.4928,Oklahoma State,4.0,2013.0,2013.0,,,,0,0,0,0,0
2017_GB_00-0033362,2017,GB,GNB,GB,00-0033362,,PIP438540,32005049-5043-8540-a8df-7d07dfc2f5cf,Lenzy Pipkins,Lenzy,Pipkins,Lenzy,DB,CB,CB,DB,41.0,ACT,active,1,1993-11-07,23.0,72.0,196.0,26.579475308641975,Oklahoma State,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033082,2017,GB,GNB,GB,00-0033082,,PAT269889,32005041-5426-9889-e1ac-bf5ad84aa1c2,Lucas Patrick,Lucas,Patrick,Lucas,OL,G,G,OL,62.0,ACT,active,1,1993-07-30,24.0,75.0,313.0,39.11804444444444,Duke,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0032922,2017,GB,GNB,GB,00-0032922,,EVA512840,32004556-4151-2840-564b-7c240d70e6a2,Marwin Evans,Marwin,Evans,Marwin,DB,SS,SS,DB,25.0,ACT,active,1,1993-04-10,24.0,71.0,211.0,29.42531243800833,Utah State,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0025580,2017,GB,GNB,GB,00-0025580,CrosMa20,CRO369933,32004352-4f36-9933-a863-d4bf2cc5772e,Mason Crosby,Mason,Crosby,Mason,K,K,K,ST,2.0,ACT,active,1,1984-09-03,32.0,73.0,207.0,27.307374741977856,Colorado,10.0,2007.0,2007.0,GB,193.0,7.0,0,0,1,1,0
2017_GB_00-0033352,2017,GB,GNB,GB,00-0033352,,CLA462328,3200434c-4146-2328-5d93-c8c478a7092c,Michael Clark,Michael,Clark,Michael,WR,WR,WR,WR,89.0,ACT,active,1,1995-10-26,21.0,78.0,217.0,25.074128862590403,Marshall,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0029284,2017,GB,GNB,GB,00-0029284,DaniMi00,DAN575730,32004441-4e57-5730-e78e-6f74fa46acde,Mike Daniels,Michael,Daniels,Mike,DL,DT,DT,DL,76.0,ACT,active,1,1989-05-05,28.0,72.0,310.0,42.038966049382715,Iowa,5.0,2012.0,2012.0,GB,132.0,5.0,0,0,1,1,0
2017_GB_00-0033929,2017,GB,GNB,GB,00-0033929,AdamMo00,ADA519824,32004144-4151-9824-1230-49b9593d6a6e,Montravius Adams,Montravius,Adams,Montravius,DL,DT,DT,DL,90.0,ACT,active,1,1995-07-24,22.0,75.0,304.0,37.99324444444444,Auburn,0.0,2017.0,2017.0,GB,93.0,3.0,1,1,0,1,1
2017_GB_00-0027676,2017,GB,GNB,GB,00-0027676,BurnMo99,BUR426788,32004255-5242-6788-a357-01adc881b584,Morgan Burnett,Morgan,Burnett,Morgan,DB,SS,SS,DB,42.0,ACT,active,1,1989-01-13,28.0,73.0,209.0,27.571214111465565,Georgia Tech,7.0,2010.0,2010.0,GB,71.0,3.0,0,0,1,1,1
2017_GB_00-0029408,2017,GB,GNB,GB,00-0029408,PerrNi00,PER679695,32005045-5267-9695-5616-6d3783fa1a4e,Nick Perry,Nick,Perry,Nick,LB,OLB,OLB,LB,53.0,RES,reserve,0,1990-04-12,27.0,75.0,265.0,33.11911111111111,USC,5.0,2012.0,2012.0,GB,28.0,1.0,0,0,1,1,1
2017_GB_00-0031937,2017,GB,GNB,GB,00-0031937,RollQu00,ROL752507,3200524f-4c75-2507-c8cf-45bea658977d,Quinten Rollins,Quinten,Rollins,Quinten,DB,CB,CB,DB,24.0,RES,reserve,0,1992-07-15,25.0,71.0,195.0,27.194009125173576,Miami (Ohio),2.0,2015.0,2015.0,GB,,,0,1,0,0,0
2017_GB_00-0030088,2017,GB,GNB,GB,00-0030088,,DIA336966,32004449-4133-6966-b6e4-d854e83904ae,Quinton Dial,Quinton,Dial,Quinton,DL,NT,NT,DL,91.0,ACT,active,1,1990-07-21,27.0,77.0,318.0,37.705177938944175,Alabama,4.0,2013.0,2013.0,SF,157.0,5.0,0,0,0,1,0
2017_GB_00-0028002,2017,GB,GNB,GB,00-0028002,CobbRa00,COB365535,3200434f-4236-5535-cf6f-4337b5dff0b3,Randall Cobb,Randall,Cobb,Randall,WR,WR,WR,WR,18.0,ACT,active,1,1990-08-22,27.0,70.0,192.0,27.54612244897959,Kentucky,6.0,2011.0,2011.0,GB,64.0,2.0,0,0,1,1,1
2017_GB_00-0033507,2017,GB,GNB,GB,00-0033507,,PRI576635,32005052-4957-6635-14be-6c4d2d12e467,Raysean Pringle,Raysean,Pringle,Raysean,DB,DB,DB,DB,46.0,DEV,development,0,1993-08-31,24.0,72.0,191.0,25.901427469135804,Southern Utah,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0032633,2017,GB,GNB,GB,00-0032633,,GIL124484,32004749-4c12-4484-a1ea-5e4a4deaf2c7,Reggie Gilbert,Reggie,Gilbert,Reggie,LB,LB,LB,LB,93.0,ACT,active,1,1993-04-01,24.0,75.0,261.0,32.6192,Arizona,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0031384,2017,GB,GNB,GB,00-0031384,RodgRi00,ROD493098,3200524f-4449-3098-2a73-317966fae968,Richard Rodgers,Richard,Rodgers,Richard,TE,TE,TE,TE,82.0,ACT,active,1,1992-01-22,25.0,76.0,257.0,31.279605263157897,California,3.0,2014.0,2014.0,GB,98.0,4.0,0,0,0,1,1
2017_GB_00-0033230,2017,GB,GNB,GB,00-0033230,,LEF338460,32004c45-4633-8460-992d-d799cd3027bc,Robert Leff,Robert,Leff,Robert,OL,OG,OG,OL,70.0,CUT,cut,0,,,77.0,302.0,35.808062067802325,Auburn,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0033757,2017,GB,GNB,GB,00-0033757,TonyRo00,TON816385,3200544f-4e81-6385-721e-9beac148ba1c,Robert Tonyan,Robert,Tonyan,Robert,TE,TE,TE,TE,49.0,DEV,development,0,1994-04-30,23.0,77.0,200.0,23.713948389273064,Indiana State,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0032514,2017,GB,GNB,GB,00-0032514,,JEN431014,32004a45-4e43-1014-be98-c677bfb7ea5e,Shaneil Jenkins,Shaneil,Jenkins,Shaneil,DL,DE,DE,DL,67.0,CUT,cut,0,,,75.0,275.0,34.36888888888889,Shepherd,1.0,2016.0,2016.0,,,,0,1,0,0,0
2017_GB_00-0033199,2017,GB,GNB,GB,00-0033199,,PEP418932,32005045-5041-8932-3a0e-28652bc681e8,Taybor Pepper,Taybor,Pepper,Taybor,LS,LS,LS,ST,59.0,RES,reserve,0,1994-05-28,23.0,76.0,245.0,29.81907894736842,Michigan State,1.0,2016.0,2017.0,,,,0,1,0,0,0
2017_GB_00-0033354,2017,GB,GNB,GB,00-0033354,,EVA000000,32004556-4100-0000-e776-c0bcf69ed4e8,Thomas Evans,Thomas,Evans,Thomas,OL,OG,OG,OL,60.0,CUT,cut,0,,,75.0,305.0,38.11822222222222,Richmond,0.0,2017.0,2017.0,,,,1,1,0,0,0
2017_GB_00-0032423,2017,GB,GNB,GB,00-0032423,DaviTr03,DAV778929,32004441-5677-8929-166a-9f85897c200e,Trevor Davis,Trevor,Davis,Trevor,WR,WR,WR,WR,11.0,ACT,active,1,1993-07-04,24.0,73.0,188.0,24.800900731844624,California,1.0,2016.0,2016.0,GB,163.0,6.0,0,1,0,1,0
2017_GB_00-0032200,2017,GB,GNB,GB,00-0032200,MontTy01,MON677133,32004d4f-4e67-7133-aabc-f8fd3a30b39d,Ty Montgomery,Ty,Montgomery,Ty,RB,RB,RB,RB,88.0,RES,reserve,0,1993-01-22,24.0,72.0,216.0,29.291666666666668,Stanford,2.0,2015.0,2015.0,GB,,,0,1,0,0,0
2017_GB_00-0031028,2017,GB,GNB,GB,00-0031028,,ULR450541,3200554c-5245-0541-160e-4b5658d67ce4,Ulrick John,Ulrick,John,Ulrick,OL,T,T,OL,74.0,ACT,active,1,1992-05-20,25.0,77.0,307.0,36.40091077753416,Georgia State,3.0,2014.0,2014.0,IND,232.0,8.0,0,0,0,1,0
